date,city,blood_group,units_demanded,day_of_week,month,is_weekend,is_festival
2023-06-15,Delhi,A+,16,3,6,0,0
2023-06-15,Delhi,A-,1,3,6,0,0
2023-06-15,Delhi,B+,20,3,6,0,0
2023-06-15,Delhi,B-,1,3,6,0,0
2023-06-15,Delhi,AB+,3,3,6,0,0
2023-06-15,Delhi,AB-,1,3,6,0,0
2023-06-15,Mumbai,O+,26,3,6,0,0
2023-06-15,Mumbai,O-,3,3,6,0,0
2023-06-15,Mumbai,A+,12,3,6,0,0
2023-06-15,Mumbai,A-,1,3,6,0,0
2023-06-15,Mumbai,B+,18,3,6,0,0
2023-06-15,Mumbai,B-,0,3,6,0,0
2023-06-15,Mumbai,AB+,3,3,6,0,0
2023-06-15,Mumbai,AB-,1,3,6,0,0
2023-06-15,Bangalore,O+,26,3,6,0,0
2023-06-15,Bangalore,O-,5,3,6,0,0
2023-06-15,Bangalore,A+,13,3,6,0,0
2023-06-15,Bangalore,A-,1,3,6,0,0
2023-06-15,Bangalore,B+,19,3,6,0,0
2023-06-15,Bangalore,B-,2,3,6,0,0
2023-06-15,Bangalore,AB+,8,3,6,0,0
2023-06-15,Bangalore,AB-,0,3,6,0,0
2023-06-15,Chennai,O+,17,3,6,0,0
2023-06-15,Chennai,O-,4,3,6,0,0
2023-06-15,Chennai,A+,12,3,6,0,0
2023-06-15,Chennai,A-,1,3,6,0,0
2023-06-15,Chennai,B+,16,3,6,0,0
2023-06-15,Chennai,B-,2,3,6,0,0
2023-06-15,Chennai,AB+,3,3,6,0,0
2023-06-15,Chennai,AB-,0,3,6,0,0
2023-06-15,Kolkata,O+,6,3,6,0,0
2023-06-15,Kolkata,O-,1,3,6,0,0
2023-06-15,Kolkata,A+,5,3,6,0,0
2023-06-15,Kolkata,A-,1,3,6,0,0
2023-06-15,Kolkata,B+,8,3,6,0,0
2023-06-15,Kolkata,B-,0,3,6,0,0
2023-06-15,Kolkata,AB+,3,3,6,0,0
2023-06-15,Kolkata,AB-,0,3,6,0,0
2023-06-16,Delhi,O+,21,4,6,0,0
2023-06-16,Delhi,O-,2,4,6,0,0
2023-06-16,Delhi,A+,20,4,6,0,0
2023-06-16,Delhi,A-,2,4,6,0,0
2023-06-16,Delhi,B+,9,4,6,0,0
2023-06-16,Delhi,B-,1,4,6,0,0
2023-06-16,Delhi,AB+,5,4,6,0,0
2023-06-16,Delhi,AB-,1,4,6,0,0
2023-06-16,Mumbai,O+,26,4,6,0,0
2023-06-16,Mumbai,O-,0,4,6,0,0
2023-06-16,Mumbai,A+,18,4,6,0,0
2023-06-16,Mumbai,A-,4,4,6,0,0
2023-06-16,Mumbai,B+,18,4,6,0,0
2023-06-16,Mumbai,B-,2,4,6,0,0
2023-06-16,Mumbai,AB+,6,4,6,0,0
2023-06-16,Mumbai,AB-,0,4,6,0,0
2023-06-16,Bangalore,O+,22,4,6,0,0
2023-06-16,Bangalore,O-,1,4,6,0,0
2023-06-16,Bangalore,A+,12,4,6,0,0
2023-06-16,Bangalore,A-,0,4,6,0,0
2023-06-16,Bangalore,B+,18,4,6,0,0
2023-06-16,Bangalore,B-,1,4,6,0,0
2023-06-16,Bangalore,AB+,6,4,6,0,0
2023-06-16,Bangalore,AB-,1,4,6,0,0
2023-06-16,Chennai,O+,22,4,6,0,0
2023-06-16,Chennai,O-,0,4,6,0,0
2023-06-16,Chennai,A+,13,4,6,0,0
2023-06-16,Chennai,A-,2,4,6,0,0
2023-06-16,Chennai,B+,25,4,6,0,0
2023-06-16,Chennai,B-,0,4,6,0,0
2023-06-16,Chennai,AB+,0,4,6,0,0
2023-06-16,Chennai,AB-,0,4,6,0,0
2023-06-16,Kolkata,O+,13,4,6,0,0
2023-06-16,Kolkata,O-,0,4,6,0,0
2023-06-16,Kolkata,A+,10,4,6,0,0
2023-06-16,Kolkata,A-,0,4,6,0,0
2023-06-16,Kolkata,B+,15,4,6,0,0
2023-06-16,Kolkata,B-,2,4,6,0,0
2023-06-16,Kolkata,AB+,4,4,6,0,0
2023-06-16,Kolkata,AB-,1,4,6,0,0
2023-06-17,Delhi,O+,19,5,6,1,0
2023-06-17,Delhi,O-,1,5,6,1,0
2023-06-17,Delhi,A+,13,5,6,1,0
2023-06-17,Delhi,A-,0,5,6,1,0
2023-06-17,Delhi,B+,17,5,6,1,0
2023-06-17,Delhi,B-,1,5,6,1,0
2023-06-17,Delhi,AB+,8,5,6,1,0
2023-06-17,Delhi,AB-,1,5,6,1,0
2023-06-17,Mumbai,O+,17,5,6,1,0
2023-06-17,Mumbai,O-,4,5,6,1,0
2023-06-17,Mumbai,A+,9,5,6,1,0
2023-06-17,Mumbai,A-,1,5,6,1,0
2023-06-17,Mumbai,B+,20,5,6,1,0
2023-06-17,Mumbai,B-,2,5,6,1,0
2023-06-17,Mumbai,AB+,4,5,6,1,0
2023-06-17,Mumbai,AB-,1,5,6,1,0
2023-06-17,Bangalore,O+,17,5,6,1,0
2023-06-17,Bangalore,O-,2,5,6,1,0
2023-06-17,Bangalore,A+,6,5,6,1,0
2023-06-17,Bangalore,A-,3,5,6,1,0
2023-06-17,Bangalore,B+,6,5,6,1,0
2023-06-17,Bangalore,B-,1,5,6,1,0
2023-06-17,Bangalore,AB+,4,5,6,1,0
2023-06-17,Bangalore,AB-,1,5,6,1,0
2023-06-17,Chennai,O+,10,5,6,1,0
2023-06-17,Chennai,O-,4,5,6,1,0
2023-06-17,Chennai,A+,4,5,6,1,0
2023-06-17,Chennai,A-,0,5,6,1,0
2023-06-17,Chennai,B+,14,5,6,1,0
2023-06-17,Chennai,B-,4,5,6,1,0
2023-06-17,Chennai,AB+,3,5,6,1,0
2023-06-17,Chennai,AB-,0,5,6,1,0
2023-06-17,Kolkata,O+,9,5,6,1,0
2023-06-17,Kolkata,O-,1,5,6,1,0
2023-06-17,Kolkata,A+,4,5,6,1,0
2023-06-17,Kolkata,A-,1,5,6,1,0
2023-06-17,Kolkata,B+,13,5,6,1,0
2023-06-17,Kolkata,B-,1,5,6,1,0
2023-06-17,Kolkata,AB+,3,5,6,1,0
2023-06-17,Kolkata,AB-,0,5,6,1,0
2023-06-18,Delhi,O+,10,6,6,1,0
2023-06-18,Delhi,O-,4,6,6,1,0
2023-06-18,Delhi,A+,7,6,6,1,0
2023-06-18,Delhi,A-,2,6,6,1,0
2023-06-18,Delhi,B+,14,6,6,1,0
2023-06-18,Delhi,B-,1,6,6,1,0
2023-06-18,Delhi,AB+,3,6,6,1,0
2023-06-18,Delhi,AB-,1,6,6,1,0
2023-06-18,Mumbai,O+,22,6,6,1,0
2023-06-18,Mumbai,O-,3,6,6,1,0
2023-06-18,Mumbai,A+,8,6,6,1,0
2023-06-18,Mumbai,A-,1,6,6,1,0
2023-06-18,Mumbai,B+,11,6,6,1,0
2023-06-18,Mumbai,B-,5,6,6,1,0
2023-06-18,Mumbai,AB+,6,6,6,1,0
2023-06-18,Mumbai,AB-,1,6,6,1,0
2023-06-18,Bangalore,O+,12,6,6,1,0
2023-06-18,Bangalore,O-,0,6,6,1,0
2023-06-18,Bangalore,A+,12,6,6,1,0
2023-06-18,Bangalore,A-,0,6,6,1,0
2023-06-18,Bangalore,B+,10,6,6,1,0
2023-06-18,Bangalore,B-,4,6,6,1,0
2023-06-18,Bangalore,AB+,3,6,6,1,0
2023-06-18,Bangalore,AB-,1,6,6,1,0
2023-06-18,Chennai,O+,8,6,6,1,0
2023-06-18,Chennai,O-,1,6,6,1,0
2023-06-18,Chennai,A+,5,6,6,1,0
2023-06-18,Chennai,A-,1,6,6,1,0
2023-06-18,Chennai,B+,12,6,6,1,0
2023-06-18,Chennai,B-,1,6,6,1,0
2023-06-18,Chennai,AB+,3,6,6,1,0
2023-06-18,Chennai,AB-,0,6,6,1,0
2023-06-18,Kolkata,O+,7,6,6,1,0
2023-06-18,Kolkata,O-,1,6,6,1,0
2023-06-18,Kolkata,A+,4,6,6,1,0
2023-06-18,Kolkata,A-,1,6,6,1,0
2023-06-18,Kolkata,B+,8,6,6,1,0
2023-06-18,Kolkata,B-,0,6,6,1,0
2023-06-18,Kolkata,AB+,2,6,6,1,0
2023-06-18,Kolkata,AB-,0,6,6,1,0
2023-06-19,Delhi,O+,23,0,6,0,0
2023-06-19,Delhi,O-,6,0,6,0,0
2023-06-19,Delhi,A+,15,0,6,0,0
2023-06-19,Delhi,A-,2,0,6,0,0
2023-06-19,Delhi,B+,24,0,6,0,0
2023-06-19,Delhi,B-,4,0,6,0,0
2023-06-19,Delhi,AB+,3,0,6,0,0
2023-06-19,Delhi,AB-,2,0,6,0,0
2023-06-19,Mumbai,O+,39,0,6,0,0
2023-06-19,Mumbai,O-,4,0,6,0,0
2023-06-19,Mumbai,A+,19,0,6,0,0
2023-06-19,Mumbai,A-,1,0,6,0,0
2023-06-19,Mumbai,B+,24,0,6,0,0
2023-06-19,Mumbai,B-,2,0,6,0,0
2023-06-19,Mumbai,AB+,4,0,6,0,0
2023-06-19,Mumbai,AB-,3,0,6,0,0
2023-06-19,Bangalore,O+,22,0,6,0,0
2023-06-19,Bangalore,O-,2,0,6,0,0
2023-06-19,Bangalore,A+,13,0,6,0,0
2023-06-19,Bangalore,A-,0,0,6,0,0
2023-06-19,Bangalore,B+,16,0,6,0,0
2023-06-19,Bangalore,B-,2,0,6,0,0
2023-06-19,Bangalore,AB+,2,0,6,0,0
2023-06-19,Bangalore,AB-,2,0,6,0,0
2023-06-19,Chennai,O+,16,0,6,0,0
2023-06-19,Chennai,O-,3,0,6,0,0
2023-06-19,Chennai,A+,17,0,6,0,0
2023-06-19,Chennai,A-,6,0,6,0,0
2023-06-19,Chennai,B+,14,0,6,0,0
2023-06-19,Chennai,B-,3,0,6,0,0
2023-06-19,Chennai,AB+,4,0,6,0,0
2023-06-19,Chennai,AB-,0,0,6,0,0
2023-06-19,Kolkata,O+,19,0,6,0,0
2023-06-19,Kolkata,O-,5,0,6,0,0
2023-06-19,Kolkata,A+,10,0,6,0,0
2023-06-19,Kolkata,A-,1,0,6,0,0
2023-06-19,Kolkata,B+,29,0,6,0,0
2023-06-19,Kolkata,B-,0,0,6,0,0
2023-06-19,Kolkata,AB+,4,0,6,0,0
2023-06-19,Kolkata,AB-,0,0,6,0,0
2023-06-20,Delhi,O+,20,1,6,0,0
2023-06-20,Delhi,O-,4,1,6,0,0
2023-06-20,Delhi,A+,11,1,6,0,0
2023-06-20,Delhi,A-,3,1,6,0,0
2023-06-20,Delhi,B+,15,1,6,0,0
2023-06-20,Delhi,B-,3,1,6,0,0
2023-06-20,Delhi,AB+,5,1,6,0,0
2023-06-20,Delhi,AB-,3,1,6,0,0
2023-06-20,Mumbai,O+,26,1,6,0,0
2023-06-20,Mumbai,O-,0,1,6,0,0
2023-06-20,Mumbai,A+,20,1,6,0,0
2023-06-20,Mumbai,A-,1,1,6,0,0
2023-06-20,Mumbai,B+,21,1,6,0,0
2023-06-20,Mumbai,B-,2,1,6,0,0
2023-06-20,Mumbai,AB+,5,1,6,0,0
2023-06-20,Mumbai,AB-,0,1,6,0,0
2023-06-20,Bangalore,O+,19,1,6,0,0
2023-06-20,Bangalore,O-,2,1,6,0,0
2023-06-20,Bangalore,A+,9,1,6,0,0
2023-06-20,Bangalore,A-,0,1,6,0,0
2023-06-20,Bangalore,B+,16,1,6,0,0
2023-06-20,Bangalore,B-,1,1,6,0,0
2023-06-20,Bangalore,AB+,6,1,6,0,0
2023-06-20,Bangalore,AB-,1,1,6,0,0
2023-06-20,Chennai,O+,21,1,6,0,0
2023-06-20,Chennai,O-,2,1,6,0,0
2023-06-20,Chennai,A+,10,1,6,0,0
2023-06-20,Chennai,A-,1,1,6,0,0
2023-06-20,Chennai,B+,10,1,6,0,0
2023-06-20,Chennai,B-,0,1,6,0,0
2023-06-20,Chennai,AB+,4,1,6,0,0
2023-06-20,Chennai,AB-,0,1,6,0,0
2023-06-20,Kolkata,O+,17,1,6,0,0
2023-06-20,Kolkata,O-,2,1,6,0,0
2023-06-20,Kolkata,A+,9,1,6,0,0
2023-06-20,Kolkata,A-,1,1,6,0,0
2023-06-20,Kolkata,B+,14,1,6,0,0
2023-06-20,Kolkata,B-,3,1,6,0,0
2023-06-20,Kolkata,AB+,4,1,6,0,0
2023-06-20,Kolkata,AB-,0,1,6,0,0
2023-06-21,Delhi,O+,24,2,6,0,0
2023-06-21,Delhi,O-,3,2,6,0,0
2023-06-21,Delhi,A+,17,2,6,0,0
2023-06-21,Delhi,A-,3,2,6,0,0
2023-06-21,Delhi,B+,13,2,6,0,0
2023-06-21,Delhi,B-,0,2,6,0,0
2023-06-21,Delhi,AB+,5,2,6,0,0
2023-06-21,Delhi,AB-,0,2,6,0,0
2023-06-21,Mumbai,O+,27,2,6,0,0
2023-06-21,Mumbai,O-,3,2,6,0,0
2023-06-21,Mumbai,A+,18,2,6,0,0
2023-06-21,Mumbai,A-,1,2,6,0,0
2023-06-21,Mumbai,B+,17,2,6,0,0
2023-06-21,Mumbai,B-,2,2,6,0,0
2023-06-21,Mumbai,AB+,4,2,6,0,0
2023-06-21,Mumbai,AB-,4,2,6,0,0
2023-06-21,Bangalore,O+,26,2,6,0,0
2023-06-21,Bangalore,O-,1,2,6,0,0
2023-06-21,Bangalore,A+,10,2,6,0,0
2023-06-21,Bangalore,A-,0,2,6,0,0
2023-06-21,Bangalore,B+,19,2,6,0,0
2023-06-21,Bangalore,B-,2,2,6,0,0
2023-06-21,Bangalore,AB+,7,2,6,0,0
2023-06-21,Bangalore,AB-,1,2,6,0,0
2023-06-21,Chennai,O+,15,2,6,0,0
2023-06-21,Chennai,O-,6,2,6,0,0
2023-06-21,Chennai,A+,12,2,6,0,0
2023-06-21,Chennai,A-,1,2,6,0,0
2023-06-21,Chennai,B+,11,2,6,0,0
2023-06-21,Chennai,B-,4,2,6,0,0
2023-06-21,Chennai,AB+,5,2,6,0,0
2023-06-21,Chennai,AB-,0,2,6,0,0
2023-06-21,Kolkata,O+,19,2,6,0,0
2023-06-21,Kolkata,O-,0,2,6,0,0
2023-06-21,Kolkata,A+,10,2,6,0,0
2023-06-21,Kolkata,A-,1,2,6,0,0
2023-06-21,Kolkata,B+,9,2,6,0,0
2023-06-21,Kolkata,B-,1,2,6,0,0
2023-06-21,Kolkata,AB+,2,2,6,0,0
2023-06-21,Kolkata,AB-,0,2,6,0,0
2023-06-22,Delhi,O+,25,3,6,0,0
2023-06-22,Delhi,O-,2,3,6,0,0
2023-06-22,Delhi,A+,12,3,6,0,0
2023-06-22,Delhi,A-,3,3,6,0,0
2023-06-22,Delhi,B+,21,3,6,0,0
2023-06-22,Delhi,B-,1,3,6,0,0
2023-06-22,Delhi,AB+,8,3,6,0,0
2023-06-22,Delhi,AB-,1,3,6,0,0
2023-06-22,Mumbai,O+,24,3,6,0,0
2023-06-22,Mumbai,O-,3,3,6,0,0
2023-06-22,Mumbai,A+,14,3,6,0,0
2023-06-22,Mumbai,A-,1,3,6,0,0
2023-06-22,Mumbai,B+,19,3,6,0,0
2023-06-22,Mumbai,B-,0,3,6,0,0
2023-06-22,Mumbai,AB+,8,3,6,0,0
2023-06-22,Mumbai,AB-,0,3,6,0,0
2023-06-22,Bangalore,O+,22,3,6,0,0
2023-06-22,Bangalore,O-,2,3,6,0,0
2023-06-22,Bangalore,A+,17,3,6,0,0
2023-06-22,Bangalore,A-,3,3,6,0,0
2023-06-22,Bangalore,B+,11,3,6,0,0
2023-06-22,Bangalore,B-,4,3,6,0,0
2023-06-22,Bangalore,AB+,10,3,6,0,0
2023-06-22,Bangalore,AB-,0,3,6,0,0
2023-06-22,Chennai,O+,21,3,6,0,0
2023-06-22,Chennai,O-,4,3,6,0,0
2023-06-22,Chennai,A+,12,3,6,0,0
2023-06-22,Chennai,A-,0,3,6,0,0
2023-06-22,Chennai,B+,15,3,6,0,0
2023-06-22,Chennai,B-,3,3,6,0,0
2023-06-22,Chennai,AB+,3,3,6,0,0
2023-06-22,Chennai,AB-,0,3,6,0,0
2023-06-22,Kolkata,O+,22,3,6,0,0
2023-06-22,Kolkata,O-,2,3,6,0,0
2023-06-22,Kolkata,A+,10,3,6,0,0
2023-06-22,Kolkata,A-,3,3,6,0,0
2023-06-22,Kolkata,B+,18,3,6,0,0
2023-06-22,Kolkata,B-,1,3,6,0,0
2023-06-22,Kolkata,AB+,5,3,6,0,0
2023-06-22,Kolkata,AB-,0,3,6,0,0
2023-06-23,Delhi,O+,15,4,6,0,0
2023-06-23,Delhi,O-,6,4,6,0,0
2023-06-23,Delhi,A+,9,4,6,0,0
2023-06-23,Delhi,A-,0,4,6,0,0
2023-06-23,Delhi,B+,15,4,6,0,0
2023-06-23,Delhi,B-,2,4,6,0,0
2023-06-23,Delhi,AB+,8,4,6,0,0
2023-06-23,Delhi,AB-,0,4,6,0,0
2023-06-23,Mumbai,O+,31,4,6,0,0
2023-06-23,Mumbai,O-,6,4,6,0,0
2023-06-23,Mumbai,A+,15,4,6,0,0
2023-06-23,Mumbai,A-,2,4,6,0,0
2023-06-23,Mumbai,B+,18,4,6,0,0
2023-06-23,Mumbai,B-,7,4,6,0,0
2023-06-23,Mumbai,AB+,7,4,6,0,0
2023-06-23,Mumbai,AB-,2,4,6,0,0
2023-06-23,Bangalore,O+,17,4,6,0,0
2023-06-23,Bangalore,O-,0,4,6,0,0
2023-06-23,Bangalore,A+,10,4,6,0,0
2023-06-23,Bangalore,A-,3,4,6,0,0
2023-06-23,Bangalore,B+,19,4,6,0,0
2023-06-23,Bangalore,B-,0,4,6,0,0
2023-06-23,Bangalore,AB+,4,4,6,0,0
2023-06-23,Bangalore,AB-,0,4,6,0,0
2023-06-23,Chennai,O+,17,4,6,0,0
2023-06-23,Chennai,O-,3,4,6,0,0
2023-06-23,Chennai,A+,15,4,6,0,0
2023-06-23,Chennai,A-,1,4,6,0,0
2023-06-23,Chennai,B+,15,4,6,0,0
2023-06-23,Chennai,B-,0,4,6,0,0
2023-06-23,Chennai,AB+,4,4,6,0,0
2023-06-23,Chennai,AB-,0,4,6,0,0
2023-06-23,Kolkata,O+,22,4,6,0,0
2023-06-23,Kolkata,O-,1,4,6,0,0
2023-06-23,Kolkata,A+,10,4,6,0,0
2023-06-23,Kolkata,A-,0,4,6,0,0
2023-06-23,Kolkata,B+,13,4,6,0,0
2023-06-23,Kolkata,B-,0,4,6,0,0
2023-06-23,Kolkata,AB+,3,4,6,0,0
2023-06-23,Kolkata,AB-,0,4,6,0,0
2023-06-24,Delhi,O+,12,5,6,1,0
2023-06-24,Delhi,O-,3,5,6,1,0
2023-06-24,Delhi,A+,8,5,6,1,0
2023-06-24,Delhi,A-,3,5,6,1,0
2023-06-24,Delhi,B+,11,5,6,1,0
2023-06-24,Delhi,B-,0,5,6,1,0
2023-06-24,Delhi,AB+,4,5,6,1,0
2023-06-24,Delhi,AB-,0,5,6,1,0
2023-06-24,Mumbai,O+,17,5,6,1,0
2023-06-24,Mumbai,O-,4,5,6,1,0
2023-06-24,Mumbai,A+,16,5,6,1,0
2023-06-24,Mumbai,A-,2,5,6,1,0
2023-06-24,Mumbai,B+,10,5,6,1,0
2023-06-24,Mumbai,B-,3,5,6,1,0
2023-06-24,Mumbai,AB+,3,5,6,1,0
2023-06-24,Mumbai,AB-,0,5,6,1,0
2023-06-24,Bangalore,O+,21,5,6,1,0
2023-06-24,Bangalore,O-,1,5,6,1,0
2023-06-24,Bangalore,A+,6,5,6,1,0
2023-06-24,Bangalore,A-,4,5,6,1,0
2023-06-24,Bangalore,B+,13,5,6,1,0
2023-06-24,Bangalore,B-,1,5,6,1,0
2023-06-24,Bangalore,AB+,2,5,6,1,0
2023-06-24,Bangalore,AB-,0,5,6,1,0
2023-06-24,Chennai,O+,9,5,6,1,0
2023-06-24,Chennai,O-,2,5,6,1,0
2023-06-24,Chennai,A+,4,5,6,1,0
2023-06-24,Chennai,A-,0,5,6,1,0
2023-06-24,Chennai,B+,13,5,6,1,0
2023-06-24,Chennai,B-,4,5,6,1,0
2023-06-24,Chennai,AB+,2,5,6,1,0
2023-06-24,Chennai,AB-,1,5,6,1,0
2023-06-24,Kolkata,O+,7,5,6,1,0
2023-06-24,Kolkata,O-,2,5,6,1,0
2023-06-24,Kolkata,A+,6,5,6,1,0
2023-06-24,Kolkata,A-,0,5,6,1,0
2023-06-24,Kolkata,B+,9,5,6,1,0
2023-06-24,Kolkata,B-,1,5,6,1,0
2023-06-24,Kolkata,AB+,2,5,6,1,0
2023-06-24,Kolkata,AB-,0,5,6,1,0
2023-06-25,Delhi,O+,14,6,6,1,0
2023-06-25,Delhi,O-,2,6,6,1,0
2023-06-25,Delhi,A+,12,6,6,1,0
2023-06-25,Delhi,A-,2,6,6,1,0
2023-06-25,Delhi,B+,15,6,6,1,0
2023-06-25,Delhi,B-,0,6,6,1,0
2023-06-25,Delhi,AB+,3,6,6,1,0
2023-06-25,Delhi,AB-,1,6,6,1,0
2023-06-25,Mumbai,O+,12,6,6,1,0
2023-06-25,Mumbai,O-,2,6,6,1,0
2023-06-25,Mumbai,A+,8,6,6,1,0
2023-06-25,Mumbai,A-,1,6,6,1,0
2023-06-25,Mumbai,B+,10,6,6,1,0
2023-06-25,Mumbai,B-,0,6,6,1,0
2023-06-25,Mumbai,AB+,3,6,6,1,0
2023-06-25,Mumbai,AB-,1,6,6,1,0
2023-06-25,Bangalore,O+,10,6,6,1,0
2023-06-25,Bangalore,O-,2,6,6,1,0
2023-06-25,Bangalore,A+,7,6,6,1,0
2023-06-25,Bangalore,A-,2,6,6,1,0
2023-06-25,Bangalore,B+,15,6,6,1,0
2023-06-25,Bangalore,B-,2,6,6,1,0
2023-06-25,Bangalore,AB+,2,6,6,1,0
2023-06-25,Bangalore,AB-,0,6,6,1,0
2023-06-25,Chennai,O+,5,6,6,1,0
2023-06-25,Chennai,O-,1,6,6,1,0
2023-06-25,Chennai,A+,6,6,6,1,0
2023-06-25,Chennai,A-,1,6,6,1,0
2023-06-25,Chennai,B+,12,6,6,1,0
2023-06-25,Chennai,B-,0,6,6,1,0
2023-06-25,Chennai,AB+,5,6,6,1,0
2023-06-25,Chennai,AB-,0,6,6,1,0
2023-06-25,Kolkata,O+,9,6,6,1,0
2023-06-25,Kolkata,O-,2,6,6,1,0
2023-06-25,Kolkata,A+,5,6,6,1,0
2023-06-25,Kolkata,A-,2,6,6,1,0
2023-06-25,Kolkata,B+,11,6,6,1,0
2023-06-25,Kolkata,B-,1,6,6,1,0
2023-06-25,Kolkata,AB+,3,6,6,1,0
2023-06-25,Kolkata,AB-,0,6,6,1,0
2023-06-26,Delhi,O+,27,0,6,0,0
2023-06-26,Delhi,O-,6,0,6,0,0
2023-06-26,Delhi,A+,24,0,6,0,0
2023-06-26,Delhi,A-,1,0,6,0,0
2023-06-26,Delhi,B+,34,0,6,0,0
2023-06-26,Delhi,B-,3,0,6,0,0
2023-06-26,Delhi,AB+,5,0,6,0,0
2023-06-26,Delhi,AB-,1,0,6,0,0
2023-06-26,Mumbai,O+,40,0,6,0,0
2023-06-26,Mumbai,O-,5,0,6,0,0
2023-06-26,Mumbai,A+,21,0,6,0,0
2023-06-26,Mumbai,A-,1,0,6,0,0
2023-06-26,Mumbai,B+,23,0,6,0,0
2023-06-26,Mumbai,B-,2,0,6,0,0
2023-06-26,Mumbai,AB+,9,0,6,0,0
2023-06-26,Mumbai,AB-,2,0,6,0,0
2023-06-26,Bangalore,O+,29,0,6,0,0
2023-06-26,Bangalore,O-,4,0,6,0,0
2023-06-26,Bangalore,A+,17,0,6,0,0
2023-06-26,Bangalore,A-,3,0,6,0,0
2023-06-26,Bangalore,B+,27,0,6,0,0
2023-06-26,Bangalore,B-,0,0,6,0,0
2023-06-26,Bangalore,AB+,6,0,6,0,0
2023-06-26,Bangalore,AB-,1,0,6,0,0
2023-06-26,Chennai,O+,20,0,6,0,0
2023-06-26,Chennai,O-,2,0,6,0,0
2023-06-26,Chennai,A+,12,0,6,0,0
2023-06-26,Chennai,A-,0,0,6,0,0
2023-06-26,Chennai,B+,18,0,6,0,0
2023-06-26,Chennai,B-,0,0,6,0,0
2023-06-26,Chennai,AB+,5,0,6,0,0
2023-06-26,Chennai,AB-,0,0,6,0,0
2023-06-26,Kolkata,O+,17,0,6,0,0
2023-06-26,Kolkata,O-,3,0,6,0,0
2023-06-26,Kolkata,A+,10,0,6,0,0
2023-06-26,Kolkata,A-,2,0,6,0,0
2023-06-26,Kolkata,B+,23,0,6,0,0
2023-06-26,Kolkata,B-,1,0,6,0,0
2023-06-26,Kolkata,AB+,2,0,6,0,0
2023-06-26,Kolkata,AB-,1,0,6,0,0
2023-06-27,Delhi,O+,30,1,6,0,0
2023-06-27,Delhi,O-,4,1,6,0,0
2023-06-27,Delhi,A+,17,1,6,0,0
2023-06-27,Delhi,A-,4,1,6,0,0
2023-06-27,Delhi,B+,25,1,6,0,0
2023-06-27,Delhi,B-,1,1,6,0,0
2023-06-27,Delhi,AB+,2,1,6,0,0
2023-06-27,Delhi,AB-,0,1,6,0,0
2023-06-27,Mumbai,O+,33,1,6,0,0
2023-06-27,Mumbai,O-,3,1,6,0,0
2023-06-27,Mumbai,A+,11,1,6,0,0
2023-06-27,Mumbai,A-,1,1,6,0,0
2023-06-27,Mumbai,B+,22,1,6,0,0
2023-06-27,Mumbai,B-,1,1,6,0,0
2023-06-27,Mumbai,AB+,4,1,6,0,0
2023-06-27,Mumbai,AB-,1,1,6,0,0
2023-06-27,Bangalore,O+,22,1,6,0,0
2023-06-27,Bangalore,O-,1,1,6,0,0
2023-06-27,Bangalore,A+,17,1,6,0,0
2023-06-27,Bangalore,A-,0,1,6,0,0
2023-06-27,Bangalore,B+,17,1,6,0,0
2023-06-27,Bangalore,B-,4,1,6,0,0
2023-06-27,Bangalore,AB+,8,1,6,0,0
2023-06-27,Bangalore,AB-,1,1,6,0,0
2023-06-27,Chennai,O+,14,1,6,0,0
2023-06-27,Chennai,O-,4,1,6,0,0
2023-06-27,Chennai,A+,11,1,6,0,0
2023-06-27,Chennai,A-,2,1,6,0,0
2023-06-27,Chennai,B+,17,1,6,0,0
2023-06-27,Chennai,B-,0,1,6,0,0
2023-06-27,Chennai,AB+,5,1,6,0,0
2023-06-27,Chennai,AB-,0,1,6,0,0
2023-06-27,Kolkata,O+,15,1,6,0,0
2023-06-27,Kolkata,O-,2,1,6,0,0
2023-06-27,Kolkata,A+,11,1,6,0,0
2023-06-27,Kolkata,A-,0,1,6,0,0
2023-06-27,Kolkata,B+,15,1,6,0,0
2023-06-27,Kolkata,B-,1,1,6,0,0
2023-06-27,Kolkata,AB+,1,1,6,0,0
2023-06-27,Kolkata,AB-,0,1,6,0,0
2023-06-28,Delhi,O+,26,2,6,0,0
2023-06-28,Delhi,O-,1,2,6,0,0
2023-06-28,Delhi,A+,19,2,6,0,0
2023-06-28,Delhi,A-,0,2,6,0,0
2023-06-28,Delhi,B+,22,2,6,0,0
2023-06-28,Delhi,B-,3,2,6,0,0
2023-06-28,Delhi,AB+,4,2,6,0,0
2023-06-28,Delhi,AB-,1,2,6,0,0
2023-06-28,Mumbai,O+,31,2,6,0,0
2023-06-28,Mumbai,O-,5,2,6,0,0
2023-06-28,Mumbai,A+,11,2,6,0,0
2023-06-28,Mumbai,A-,0,2,6,0,0
2023-06-28,Mumbai,B+,18,2,6,0,0
2023-06-28,Mumbai,B-,0,2,6,0,0
2023-06-28,Mumbai,AB+,6,2,6,0,0
2023-06-28,Mumbai,AB-,2,2,6,0,0
2023-06-28,Bangalore,O+,12,2,6,0,0
2023-06-28,Bangalore,O-,4,2,6,0,0
2023-06-28,Bangalore,A+,19,2,6,0,0
2023-06-28,Bangalore,A-,3,2,6,0,0
2023-06-28,Bangalore,B+,13,2,6,0,0
2023-06-28,Bangalore,B-,2,2,6,0,0
